skills,interests,education,career_stage,target_career
Agile:2;Figma:1;Java:5;JavaScript:5;Network Security:1;Project Management:1;Python:3;React:3;SQL:4;Statistics:1;User Research:1,Technology;Engineering;Business,Master's Degree,recent graduate,Software Engineer
Agile:2;Analytics:2;Business Analysis:2;Creativity:1;Data Visualization:3;Digital Marketing:2;Excel:1;Graphic Design:1;Machine Learning:5;Network Security:1;Project Management:1;Python:4;React:1;SEO:2;SQL:5;Statistics:4,Technology;Science,Master's Degree,professional,Data Scientist
Adobe Creative Suite:5;Analytics:1;Communication:2;Creativity:4;Data Visualization:2;Graphic Design:5;Linux:1;Risk Management:2;Typography:5,Design;Arts,Bachelor's Degree,recent graduate,Graphic Designer
Agile:1;Analytics:2;Data Visualization:4;Digital Marketing:1;Excel:1;Java:2;Machine Learning:5;Python:5;SQL:4;Statistics:5,Technology;Science,Bachelor's Degree,recent graduate,Data Scientist
Accounting:2;Agile:2;Analytics:4;Communication:4;Creativity:2;Cybersecurity:1;Data Visualization:1;Digital Marketing:5;Project Management:1;SEO:5;Social Media Strategy:3;User Research:1,Marketing;Business,Diploma,recent graduate,Marketing Specialist
Adobe Creative Suite:2;Analytics:2;Cybersecurity:5;Data Visualization:1;Financial Analysis:1;JavaScript:2;Linux:3;Machine Learning:2;Network Security:5;Problem Solving:4;Python:4;React:1,Technology;Security;Business,Bachelor's Degree,professional,Cybersecurity Analyst
Business Analysis:5;Communication:5;Excel:5;Linux:2;Project Management:2;SQL:5;UI/UX:2;User Research:1,Business;Technology,Bachelor's Degree,student,Business Analyst
Analytics:2;Communication:5;Creativity:1;Data Visualization:2;Digital Marketing:4;Excel:1;Financial Analysis:1;Project Management:1;Python:2;React:2;SEO:3;Social Media Strategy:5;Statistics:2,Marketing;Business,Bachelor's Degree,professional,Marketing Specialist
Accounting:2;Data Visualization:4;Leadership:2;Machine Learning:5;Python:5;SQL:4;Statistics:5;UI/UX:1,Technology;Science;Engineering,Master's Degree,professional,Data Scientist
Agile:2;Creativity:2;Cybersecurity:2;Data Visualization:5;Digital Marketing:1;Excel:5;Linux:1;Machine Learning:2;Problem Solving:1;Project Management:1;Python:2;SQL:5;Social Media Strategy:2;Statistics:4,Technology;Business,Bachelor's Degree,recent graduate,Data Analyst
Adobe Creative Suite:2;Business Analysis:4;Communication:3;Excel:4;Financial Analysis:1;Project Management:2;Python:2;SQL:5;Statistics:1,Business;Technology,Master's Degree,student,Business Analyst
Accounting:4;Analytics:2;Communication:2;Creativity:1;Excel:4;Financial Analysis:5;Leadership:1;Network Security:2;SEO:1;Statistics:5;UI/UX:2;User Research:1,Finance;Business,Bachelor's Degree,student,Financial Analyst
Adobe Creative Suite:5;Communication:4;Creativity:5;Data Visualization:2;Excel:2;Figma:2;Financial Analysis:1;Graphic Design:5;Project Management:1;SEO:2;Typography:3,Design;Arts;Technology,Diploma,student,Graphic Designer
Accounting:1;Adobe Creative Suite:2;Analytics:2;Business Analysis:5;Communication:3;Creativity:2;Excel:4;JavaScript:1;Project Management:2;Python:2;SQL:4;Social Media Strategy:2;Statistics:1;Typography:2;User Research:1,Business;Technology,Master's Degree,professional,Business Analyst
Adobe Creative Suite:5;Communication:3;Creativity:4;Graphic Design:5;React:1;Risk Management:2;Typography:3,Design;Arts,Bachelor's Degree,recent graduate,Graphic Designer
Accounting:2;Adobe Creative Suite:5;Analytics:1;Business Analysis:1;Communication:4;Creativity:5;Cybersecurity:1;Excel:1;Graphic Design:5;Linux:1;React:1;Typography:3,Design;Arts,Bachelor's Degree,student,Graphic Designer
Accounting:1;Data Visualization:4;Excel:4;Graphic Design:1;JavaScript:1;Leadership:2;Machine Learning:1;Network Security:1;Python:2;SQL:4;Statistics:4;Typography:2,Technology;Business,Bachelor's Degree,professional,Data Analyst
Agile:4;Communication:4;Cybersecurity:1;Leadership:5;Project Management:4;Python:1;Risk Management:3;SEO:2,Business;Management,Master's Degree,professional,Project Manager
Communication:5;Digital Marketing:1;Figma:5;Graphic Design:2;Leadership:1;Linux:2;Network Security:2;Social Media Strategy:2;Typography:4;UI/UX:5;User Research:5,Design;Technology;Education,Bachelor's Degree,professional,UX Designer
Accounting:2;Communication:2;Cybersecurity:1;Data Visualization:3;Figma:1;Machine Learning:5;Project Management:1;Python:5;SQL:4;Statistics:4;Typography:1,Technology;Science,Bachelor's Degree,student,Data Scientist
Agile:1;Business Analysis:1;Creativity:2;Cybersecurity:4;Linux:5;Network Security:5;Problem Solving:4;Python:3;Risk Management:2,Technology;Security,Master's Degree,recent graduate,Cybersecurity Analyst
Accounting:5;Communication:4;Excel:4;Financial Analysis:4;React:2;Statistics:5,Finance;Business;Healthcare,Master's Degree,student,Financial Analyst
Adobe Creative Suite:1;Data Visualization:5;Machine Learning:4;Project Management:2;Python:5;SQL:4;Social Media Strategy:1;Statistics:5,Technology;Science;Marketing,Master's Degree,recent graduate,Data Scientist
Agile:1;Data Visualization:4;Excel:4;Python:4;SQL:4;Social Media Strategy:2;Statistics:5,Technology;Business,Bachelor's Degree,professional,Data Analyst
Adobe Creative Suite:5;Communication:3;Creativity:5;Digital Marketing:2;Excel:1;Graphic Design:5;Leadership:1;Network Security:2;Typography:4,Design;Arts;Technology,Diploma,student,Graphic Designer
Agile:2;Business Analysis:2;Communication:5;Creativity:1;Cybersecurity:1;Figma:5;Financial Analysis:2;Linux:1;Python:1;React:2;SEO:1;Typography:2;UI/UX:4;User Research:3,Design;Technology,Bachelor's Degree,recent graduate,UX Designer
Creativity:2;Cybersecurity:5;Figma:2;JavaScript:2;Leadership:1;Linux:4;Network Security:5;Problem Solving:5;Python:4;SEO:2;Typography:1;UI/UX:1,Technology;Security;Business,Master's Degree,professional,Cybersecurity Analyst
Communication:3;Digital Marketing:2;Excel:1;Figma:5;Java:1;Problem Solving:1;SEO:2;Typography:3;UI/UX:5;User Research:3,Design;Technology;Business,Diploma,student,UX Designer
Accounting:1;Business Analysis:1;Communication:3;Figma:5;Financial Analysis:2;Java:2;JavaScript:2;Linux:2;Machine Learning:2;Network Security:2;Problem Solving:1;Risk Management:2;SEO:2;Typography:3;UI/UX:4;User Research:3,Design;Technology;Engineering,Diploma,professional,UX Designer
Agile:2;Cybersecurity:1;Figma:1;Java:5;JavaScript:3;Project Management:1;Python:3;React:3;SEO:2;SQL:3;UI/UX:1,Technology;Engineering;Marketing,Master's Degree,recent graduate,Software Engineer
Analytics:2;Communication:5;Creativity:1;Cybersecurity:1;Digital Marketing:5;SEO:4;Social Media Strategy:4;User Research:2,Marketing;Business,Bachelor's Degree,recent graduate,Marketing Specialist
Communication:1;Cybersecurity:4;Excel:2;Financial Analysis:1;Graphic Design:1;Linux:3;Network Security:5;Problem Solving:4;Python:3;Risk Management:1;SQL:1;User Research:1,Technology;Security;Business,Master's Degree,recent graduate,Cybersecurity Analyst
Analytics:2;Communication:5;Cybersecurity:1;Figma:4;Leadership:1;Project Management:1;Typography:4;UI/UX:5;User Research:4,Design;Technology;Finance,Bachelor's Degree,recent graduate,UX Designer
Accounting:4;Communication:4;Excel:5;Financial Analysis:5;Graphic Design:1;Java:1;Machine Learning:2;Statistics:5,Finance;Business,Master's Degree,student,Financial Analyst
Business Analysis:5;Communication:5;Excel:4;JavaScript:2;Problem Solving:1;Project Management:4;SQL:3;Statistics:1,Business;Technology;Healthcare,Master's Degree,student,Business Analyst
Adobe Creative Suite:1;Business Analysis:2;Communication:5;Figma:5;Java:2;Network Security:1;Python:1;React:1;Typography:4;UI/UX:5;User Research:3,Design;Technology,Diploma,professional,UX Designer
Cybersecurity:5;Excel:2;Graphic Design:1;Linux:5;Network Security:4;Problem Solving:5;Python:4;React:2;Typography:1,Technology;Security,Master's Degree,student,Cybersecurity Analyst
Accounting:3;Communication:4;Digital Marketing:1;Excel:5;Figma:2;Financial Analysis:5;Graphic Design:2;JavaScript:1;Python:1;Statistics:5;UI/UX:1,Finance;Business,Master's Degree,professional,Financial Analyst
Creativity:2;Cybersecurity:4;Linux:5;Network Security:5;Problem Solving:5;Python:4;Typography:1;User Research:1,Technology;Security;Marketing,Bachelor's Degree,student,Cybersecurity Analyst
Accounting:2;Cybersecurity:5;Data Visualization:2;JavaScript:1;Linux:3;Machine Learning:2;Network Security:4;Problem Solving:4;Python:4;SEO:1;User Research:2,Technology;Security,Bachelor's Degree,recent graduate,Cybersecurity Analyst
Analytics:2;Creativity:1;Data Visualization:1;Excel:1;Java:5;JavaScript:3;Project Management:1;Python:5;React:4;SQL:4;Typography:2,Technology;Engineering,Bachelor's Degree,recent graduate,Software Engineer
Business Analysis:1;Communication:5;Cybersecurity:2;Figma:4;Java:1;Social Media Strategy:2;Typography:3;UI/UX:5;User Research:3,Design;Technology;Finance,Diploma,student,UX Designer
Adobe Creative Suite:1;Agile:3;Business Analysis:1;Communication:4;Java:1;Leadership:5;Network Security:2;Project Management:5;Risk Management:2;SEO:2;Social Media Strategy:1,Business;Management,Bachelor's Degree,career switcher,Project Manager
Adobe Creative Suite:1;Data Visualization:3;Linux:2;Machine Learning:5;Project Management:1;Python:4;SEO:1;SQL:5;Social Media Strategy:2;Statistics:5;UI/UX:2,Technology;Science,Master's Degree,recent graduate,Data Scientist
Accounting:1;Creativity:1;Cybersecurity:1;Financial Analysis:1;Graphic Design:2;Java:5;JavaScript:4;Problem Solving:1;Python:4;React:4;SQL:2;Statistics:2,Technology;Engineering,Master's Degree,student,Software Engineer
Agile:4;Communication:4;Creativity:1;Figma:2;Leadership:4;Machine Learning:2;Project Management:4;Python:1;Risk Management:4;SEO:2;User Research:2,Business;Management;Finance,Master's Degree,professional,Project Manager
Accounting:2;Adobe Creative Suite:1;Communication:1;Java:5;JavaScript:3;Problem Solving:1;Python:5;React:3;Risk Management:1;SQL:4;Social Media Strategy:2;UI/UX:1,Technology;Engineering,Master's Degree,recent graduate,Software Engineer
Adobe Creative Suite:5;Communication:2;Creativity:5;Data Visualization:2;Digital Marketing:2;Excel:2;Figma:2;Graphic Design:5;Machine Learning:2;Social Media Strategy:1;Typography:4,Design;Arts,Bachelor's Degree,student,Graphic Designer
Accounting:2;Agile:1;Data Visualization:5;Excel:5;Financial Analysis:1;Problem Solving:2;Python:4;SQL:5;Social Media Strategy:1;Statistics:3,Technology;Business,Bachelor's Degree,student,Data Analyst
Accounting:1;Agile:2;Analytics:2;Communication:5;Digital Marketing:5;Excel:2;Leadership:1;Machine Learning:1;Network Security:2;SEO:3;Social Media Strategy:5;Typography:1;UI/UX:1,Marketing;Business,Diploma,student,Marketing Specialist
Business Analysis:2;Communication:3;Figma:5;Financial Analysis:1;Leadership:2;Machine Learning:2;Network Security:1;Social Media Strategy:2;Typography:2;UI/UX:5;User Research:3,Design;Technology,Diploma,student,UX Designer
Java:4;JavaScript:4;Python:4;React:5;SQL:4;Typography:1,Technology;Engineering;Healthcare,Master's Degree,recent graduate,Software Engineer
Cybersecurity:1;Data Visualization:5;Machine Learning:4;Project Management:1;Python:4;SQL:3;Social Media Strategy:1;Statistics:5;Typography:2;UI/UX:1,Technology;Science,Master's Degree,student,Data Scientist
Excel:1;Figma:2;Graphic Design:1;Java:5;JavaScript:3;Linux:1;Python:3;React:4;SQL:2;User Research:2,Technology;Engineering;Business,Master's Degree,recent graduate,Software Engineer
Agile:1;Business Analysis:1;Data Visualization:2;Figma:1;Java:5;JavaScript:4;Linux:1;Machine Learning:2;Network Security:1;Python:3;React:4;SQL:3;UI/UX:1;User Research:2,Technology;Engineering,Bachelor's Degree,professional,Software Engineer
Adobe Creative Suite:4;Agile:2;Communication:3;Creativity:5;Cybersecurity:2;Data Visualization:1;Excel:1;Graphic Design:5;Typography:5,Design;Arts,Bachelor's Degree,recent graduate,Graphic Designer
Cybersecurity:4;Financial Analysis:2;Linux:5;Network Security:5;Problem Solving:5;Python:3;Typography:1,Technology;Security,Master's Degree,recent graduate,Cybersecurity Analyst
Analytics:2;Business Analysis:1;Data Visualization:3;Financial Analysis:1;Linux:2;Machine Learning:5;Project Management:2;Python:5;SQL:5;Statistics:5,Technology;Science,Master's Degree,professional,Data Scientist
Business Analysis:5;Communication:3;Creativity:2;Excel:5;Financial Analysis:2;Linux:1;Network Security:2;Project Management:3;Python:1;Risk Management:1;SQL:3;Social Media Strategy:1,Business;Technology,Bachelor's Degree,recent graduate,Business Analyst
Accounting:3;Communication:4;Excel:4;Financial Analysis:4;Linux:2;Project Management:2;Python:2;Risk Management:1;Statistics:5,Finance;Business;Design,Bachelor's Degree,student,Financial Analyst
Excel:2;Graphic Design:1;Java:5;JavaScript:5;Leadership:2;Problem Solving:2;Python:4;React:3;SEO:2;SQL:3,Technology;Engineering,Master's Degree,student,Software Engineer
Accounting:2;Communication:3;Figma:5;Java:2;Network Security:2;Typography:4;UI/UX:4;User Research:3,Design;Technology,Diploma,professional,UX Designer
Communication:5;Excel:2;Figma:5;Leadership:1;Typography:4;UI/UX:5;User Research:3,Design;Technology,Bachelor's Degree,recent graduate,UX Designer
Accounting:1;Agile:2;Analytics:1;Communication:5;Creativity:2;Cybersecurity:1;Excel:2;Figma:4;JavaScript:1;React:1;Risk Management:1;Social Media Strategy:2;Typography:3;UI/UX:5;User Research:3,Design;Technology,Bachelor's Degree,professional,UX Designer
Accounting:1;Business Analysis:5;Communication:4;Excel:5;Figma:2;Financial Analysis:2;JavaScript:1;Problem Solving:2;Project Management:3;SQL:5,Business;Technology;Design,Bachelor's Degree,student,Business Analyst
Accounting:3;Communication:3;Creativity:2;Cybersecurity:1;Data Visualization:2;Excel:4;Figma:1;Financial Analysis:5;Network Security:1;React:1;Statistics:4;UI/UX:1;User Research:2,Finance;Business;Education,Bachelor's Degree,professional,Financial Analyst
Data Visualization:3;Digital Marketing:2;Excel:5;Graphic Design:1;Machine Learning:1;Problem Solving:2;Project Management:1;Python:4;SQL:4;Social Media Strategy:1;Statistics:3,Technology;Business,Bachelor's Degree,student,Data Analyst
Accounting:2;Communication:1;Cybersecurity:5;Leadership:1;Linux:4;Machine Learning:1;Network Security:5;Problem Solving:3;Project Management:2;Python:4;Statistics:2,Technology;Security,Bachelor's Degree,student,Cybersecurity Analyst
Data Visualization:5;Linux:1;Machine Learning:5;Python:5;SQL:3;Statistics:4;User Research:1,Technology;Science;Finance,Bachelor's Degree,student,Data Scientist
Agile:4;Communication:5;Cybersecurity:2;Data Visualization:2;Figma:1;Leadership:5;Network Security:2;Project Management:5;Python:1;Risk Management:2;SEO:1;Social Media Strategy:2,Business;Management,Master's Degree,career switcher,Project Manager
Cybersecurity:2;Data Visualization:5;Excel:4;Figma:1;Network Security:2;Problem Solving:1;Python:2;SQL:5;Statistics:4;User Research:1,Technology;Business,Bachelor's Degree,recent graduate,Data Analyst
Accounting:2;Adobe Creative Suite:1;Business Analysis:4;Communication:5;Creativity:1;Excel:5;Financial Analysis:1;Problem Solving:1;Project Management:3;Python:1;SQL:5;UI/UX:1,Business;Technology,Bachelor's Degree,professional,Business Analyst
Adobe Creative Suite:1;Agile:1;Creativity:2;Data Visualization:3;Excel:2;Figma:2;JavaScript:1;Machine Learning:4;Network Security:1;Python:4;SQL:4;Social Media Strategy:2;Statistics:5,Technology;Science,Master's Degree,professional,Data Scientist
Accounting:2;Business Analysis:2;Java:5;JavaScript:5;Python:3;React:3;SEO:1;SQL:3;Statistics:1;User Research:2,Technology;Engineering;Design,Master's Degree,recent graduate,Software Engineer
Accounting:2;Adobe Creative Suite:4;Business Analysis:2;Communication:3;Creativity:5;Data Visualization:2;Excel:1;Financial Analysis:1;Graphic Design:5;Social Media Strategy:2;Typography:5,Design;Arts,Bachelor's Degree,recent graduate,Graphic Designer
Cybersecurity:5;Digital Marketing:1;Figma:2;Linux:5;Network Security:5;Problem Solving:3;Python:3;SEO:2;SQL:1;Statistics:1;User Research:2,Technology;Security;Education,Bachelor's Degree,professional,Cybersecurity Analyst
Accounting:2;Adobe Creative Suite:4;Analytics:2;Communication:4;Creativity:5;Financial Analysis:2;Graphic Design:5;Leadership:2;Social Media Strategy:2;Statistics:2;Typography:5,Design;Arts;Technology,Bachelor's Degree,recent graduate,Graphic Designer
Adobe Creative Suite:2;Communication:3;Figma:5;JavaScript:2;Risk Management:2;Statistics:2;Typography:2;UI/UX:5;User Research:3,Design;Technology,Bachelor's Degree,professional,UX Designer
